Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['grandpa'],"“I was only fifteen when [MASK] died. We were all at the reading of the will, but you can imagine in a situation like that, especially for kids, a lot of the details sort of go over your head. The reading took hours. I understood, basically, that he was leaving us each a very large sum of money. I understood that it was contingent on us being married. At the time, it didn’t seem so weird that he would want that. Kids sort of take those adult directives as law.”",Grandfather,"want leaving very take large the sort reading it situation Kids of The those it contingent so would “I over the didn’t will, all like fifteen as [MASK] especially head. We imagine married. kids, when for seem at he of each go lot was reading I that. that sum sort weird At being details us a were he took was understood, the of us law.” can a adult but a that only of directives hours. you your died. of money. basically, that, that the on understood time, I in was",Holden
['alex'],"“I’d lose everything, yes, but there’s more.” I trace the line of her collarbones from one shoulder to the other. “I can’t say whether it was my grandfather’s intention, because of course he’s gone, and the attorney who drew up the documents has also passed away. But it appears that my grandfather wanted to find a way to bind the siblings together, to inspire us to support and confide in each other. He was always encouraging me to be kinder to [MASK], to come from a place of understanding and empathy. In hindsight, I realize that he knew how much of a wedge our father drove between us, but he could never have anticipated how little any of us, as adults, actually disclose to each other at all.”",Mycroft,"everything, bind away. one actually at of inspire that lose hindsight, each the appears us, in But more.” [MASK], realize drove never other. little a but and to adults, siblings yes, empathy. to he to trace intention, to to us my I understanding of together, support In the shoulder of was but father knew who he’s wanted my grandfather each line between her passed to can’t “I gone, the always to whether has it disclose find course He a he confide any wedge “I’d to also up how our because come a way and how place anticipated as it and the other us, there’s was grandfather’s from drew all.” much the be could encouraging attorney documents to me of that from collarbones I have say of kinder other.",Grandfather
['alex'],"“Now if you tried to tell your siblings while we’re here, you’d have to admit to [MASK] that we’re lying,” she says, nodding in understanding.",Mom,"tell you nodding here, understanding. to that tried have if you’d she siblings while says, lying,” your “Now [MASK] in admit we’re to to we’re",Scout
['anna'],"[MASK] nods. “Before you worry too much, his prognosis is good. I wouldn’t be here if it wasn’t. But at first, we didn’t know. The prognosis for this type of AML usually isn’t great. So the past six months have been… yeah.” She reaches up, tucking a strand of hair behind her ear. “His oncologist and hematologist both think he’s going to get through it. I really do think we’re on the other side, but it’s been hell.”",Sheila,"think “Before too we wouldn’t really know. hematologist isn’t for the side, been… here prognosis be ear. the months he’s strand behind prognosis first, have and his But “His to wasn’t. both hell.” think type at but we’re yeah.” it’s So much, tucking The oncologist it get good. through it. didn’t AML her I if reaches this great. been do [MASK] She of worry past is up, hair nods. going six a usually other I you of on",she
['anna'],"She laughs at this, the true, round sound filling the room. “I assumed you were as poor as I am.” [MASK] tucks her hands beneath her chin. “Besides, I have enough now. It feels weird to take the money from you after everything, but—”",Sheila,"I beneath the now. at everything, were you hands her money laughs filling to as take poor from you as chin. the true, the have her “I feels after room. weird tucks this, She am.” enough sound I round but—” [MASK] It “Besides, assumed",Gatsby
['anna'],"[MASK] leans in, kissing me. “One day at a time. That’s all I’ve ever really been able to afford anyway.” She grins, but then her smile turns mischievous as she rolls me over onto her, saying, “Let’s see how it all feels in a few months.”",Emma,"in, feels at grins, to day a how turns I’ve been afford She leans few she “One anyway.” rolls [MASK] then it months.” a mischievous saying, really her as me. but onto able time. kissing me in “Let’s smile over her, That’s ever see all all",Emma
['janet'],"“Yes, thank you, dear,” [MASK] drawls. “I’m less concerned about her well-earned hangover and more concerned that she’ll get salmonella and vomit all over Charlie’s couture wedding gown.”",Blair,"and wedding well-earned concerned [MASK] drawls. over salmonella and she’ll Charlie’s get gown.” that thank you, concerned “Yes, hangover dear,” all couture about vomit her less more “I’m",Charlie
['anna'],"“Not yet. We’ll touch base when you’re home, but for now, I’ll get to work on finding some more openings for you. Congratulations, [MASK].”",Alex,"home, base when get you. for I’ll We’ll work for finding “Not some yet. on openings [MASK].” more now, Congratulations, but you’re to touch",Congratulations
['mel'],"“Really.” I turn my face to the sun and feel its warmth spread through me. Residual panic drains away and I feel only contentment. I have money from West, I have the start of a potential—maybe, let’s hope—career as an artist. I might be falling in… I cut the thought off. “[MASK] just called me. Tell Dad I can cover it, absolutely no problem.”",Mom,"be falling through of Dad and have I to only away face its “[MASK] contentment. West, me. the might me. the it, problem.” I potential—maybe, cut “Really.” called let’s spread money Residual a panic warmth absolutely start thought hope—career I turn artist. my cover an drains sun the can feel I as just Tell off. have I I in… I and feel from no",West
['ray'],"The sound of a fork dropping onto porcelain breaks through my trance, and I blink over to where [MASK] is now impatiently wiping his mouth on a napkin. “They just canceled now?”",John,"and onto trance, wiping to my dropping fork The I just on a impatiently is “They through a of napkin. breaks [MASK] where porcelain over now sound canceled mouth his blink now?”",Patrick
['ray'],"No one pays me any attention, and [MASK] turns to leave and barrels right into a woman carrying a [MASK] of mimosas. Glasses sail through the air, crashing with bright chaos onto the patio; one lands on Janet’s lap, and [MASK] is absolutely doused in orange juice and champagne.",Janet,"No juice a and through is and and patio; sail chaos lap, attention, the lands one barrels of me crashing [MASK] right turns on champagne. Janet’s any orange with into onto doused leave absolutely bright the mimosas. air, [MASK] in one and a pays carrying [MASK] woman Glasses to",Janet
['janet'],"“Are you fucking blind?” he roars, and the woman falls to her knees beside [MASK], scrambling for napkins to mop up the orange lake on the lap of her Dior loungewear. Waiters rush over with brooms and mops, sweeping up the piles of broken glass, cleaning the floor.",Gatsby,"mops, roars, Waiters of and glass, napkins with on the scrambling her he orange lake sweeping lap woman floor. falls the the Dior rush “Are mop [MASK], blind?” the of her you broken up and for loungewear. the up knees cleaning fucking over to brooms beside piles to",Dior
['reagan'],"[MASK] catches my eye and panic consumes her expression. This isn’t only embarrassing for her, it’s probably terrifying. I give her a reassuring smile and mouth, “It’s okay.”",Sheila,"terrifying. her it’s embarrassing isn’t expression. her, only mouth, her smile probably eye give This catches okay.” [MASK] I for and consumes panic and a my reassuring “It’s",smile
['ray'],"[MASK] sits back down in his seat, lifts his napkin, and lets it float down over his lap, picking up his fork like nothing has happened.",John,"back napkin, it down in up like [MASK] fork his has his over seat, his lap, and float picking his down lifts nothing happened. lets sits",Napoleon
['ray'],"[MASK] stills, a bite of caviar-topped poached eggs hovering on the fork in front of him. “You think someone like that should be working in a Michelin-starred restaurant?”",Gordon,"a working someone front eggs him. that poached should think the [MASK] hovering on like “You of in fork restaurant?” caviar-topped Michelin-starred bite stills, a be in of",chef
['ray'],"[MASK] turns his stony gaze to me, and it takes everything in me to not look away. “She’s in the service industry,” he says flatly. “It’s her job to be invisible.”",He,"not and his away. to to her service job invisible.” “It’s “She’s look the flatly. in me to everything turns it industry,” stony in [MASK] says me, gaze be he takes",helen
['anna'],"And sick with worry that this was a bridge too far for [MASK]. That I’m too closely associated with something so horrible. When I glance over at her, her nostrils are flared, jaw tight, and I see the way she swallows, like she’s fighting tears.",Emily,"and horrible. sick glance a I with too way are her I’m nostrils something like far that this see worry her, with And she over tears. When [MASK]. for associated too That at she’s closely I flared, was jaw so swallows, tight, fighting the bridge",Katniss
['anna'],"Instead of turning toward the bungalow, [MASK] lets go of my hand and walks straight out to the water, wading in a few yards, until the gentle waves reach her knees. I’m not sure if she needs a moment alone or not, but when she speaks again, it’s quietly enough that I have to follow, letting the water wash over my shins.",Sheila,"the over alone reach the water, toward that of needs of enough gentle knees. again, the bungalow, straight speaks to until I or it’s but moment waves she quietly Instead letting a yards, not a in if not, my she I’m when shins. my water and her go hand sure [MASK] to wash follow, the have out lets turning walks wading few",Mary
['anna'],"[MASK] nods in my hands and stretches to kiss me. “I adore this island. I hate the mess. But I really, really, really like you.”",Juliet,"stretches the hands I But really, me. mess. kiss to really, in nods you.” [MASK] my “I this hate really I and island. adore like",Friday
['jake'],"Not wanting to mingle, we’d waited as long as we could before arriving, and now, from inside the pavilion, [MASK] furiously waves me over. I squeeze Anna’s hand, checking her face before I have to leave her to join the groomsmen.",Michael,"me could as waited face now, her to pavilion, as checking and wanting Not we join we’d the Anna’s have to groomsmen. I mingle, the waves inside over. before I to long before hand, her squeeze arriving, [MASK] leave furiously from",Anna
['anna'],"I’m between my brothers at the altar, with my sister taking her careful steps up to the stage, and I can’t stop staring at [MASK]. I feel the longing solidify into realization: I want our marriage to be real. Marrying her for student housing was the most impulsive thing I’ve ever done, and it turns out it might have been the best thing that’s ever happened to me.",Emily,"at [MASK]. our can’t the careful I’m I’ve I the thing feel want me. real. into marriage was Marrying the out stage, be the thing to up might her housing best and have her done, brothers student taking impulsive altar, solidify it between my realization: to staring for with ever turns been sister steps ever happened at to and that’s stop the most my I it longing I",Emily
['anna green'],"The standard wedding mayhem follows: photos with the blazing sky as a backdrop, flutes of champagne passing from hand to hand, greeting everyone as if we haven’t all been together on an island for nine days. The party moves to a gossamer tent with the moon and stars visible overhead; the orchestra plays gentle renditions of pop songs, letting the crash of the waves take center stage. Everything is lit by candlelight and the chandeliers overhead. A six-tier cake is carried in, smooth with white fondant, a brush of gold leaf and an asymmetric swag of sugared orchids. Guests mingle and sample caramelized figs with bacon and chili, roasted oysters, and crème fraîche tarts dotted with caviar. They drink champagne by the gallon and talk about the splendor of the event, but I’m not interested in any of it. I have [MASK] in my arms.",someone,"interested champagne arms. everyone hand, carried stage. passing a a the of hand and sample the a and the an of cake waves of as bacon leaf all orchestra photos fondant, center fraîche stars chandeliers any event, overhead; nine the about and been haven’t sugared They backdrop, we tarts to visible the wedding of mayhem not have with if chili, crash letting my follows: talk in, songs, with gossamer it. plays island gold moves take caviar. The orchids. by the to [MASK] swag the but brush with is Everything lit drink in from splendor champagne for party Guests and crème figs pop with greeting an on sky the and roasted of of smooth six-tier caramelized the with candlelight I’m oysters, dotted tent I of gentle and blazing renditions mingle asymmetric is A days. The in as and by moon standard together white gallon flutes overhead.",Gatsby
['anna'],"But instead, [MASK] pulls me off the dance floor, resting a hand on the side of my neck. “Hey, sweetheart?” I blink down at her, unseeing. “Are you okay?” she asks, searching my eyes. I have no idea what she finds there.",Emma,"asks, the a “Hey, at her, eyes. there. you pulls “Are searching floor, what hand she okay?” of on she [MASK] sweetheart?” my But blink my off I down neck. side instead, I resting me the finds idea have dance no unseeing.",Honey
['alex'],"“Hey.” My voice is a knife’s edge, and I shove [MASK] backward. He stumbles. “I don’t know what the fuck is going on here, but if you ever touch her again, I’m putting my fist through your jaw.”",MASK,"stumbles. jaw.” My here, I’m fuck fist her “I voice but He is again, what don’t edge, a [MASK] if backward. my on know touch and the knife’s ever you I shove going your is through putting “Hey.”",Hey
['alex'],"We aren’t exactly the center of attention, but we aren’t incognito, either. [MASK]’s march through the party drew some eyes. My violent shove to his chest drew even more.",Name,"chest his but incognito, we aren’t attention, more. some either. of party My [MASK]’s even eyes. through drew violent exactly We center aren’t drew shove to the march the",Gatsby
['alex'],"The problem is, [MASK] is still nodding, still staring at me. “You’re right,” he says again. “We’ll get this sorted.”",John,"The problem me. nodding, is, is still “We’ll [MASK] right,” staring he still says again. sorted.” this at “You’re get",everything
['jake'],“It’s fine.” [MASK] gives my shoulder a squeeze and tosses back the rest of his drink. “He’s upset now but he’ll get over it. He always does.”,John,he’ll back squeeze it. now “He’s the tosses over my shoulder but “It’s [MASK] fine.” gives of drink. get rest always and upset a He does.” his,It's
['alex'],"“Right,” I say, but I’m not so sure. Despite his posturing, [MASK] isn’t one for public confrontation. That he approached me here at all shows how blindsided he was. How reckless this has made him.",John,"him. [MASK] at this how he his blindsided has confrontation. sure. not he That so “Right,” isn’t was. made for all say, I’m public shows approached How Despite but reckless I posturing, here one me",Conrad
['alex'],"[MASK] waves an arm overhead. “Could I—?” The speakers squawk sharply with feedback, and [MASK] clears his throat before leaning back in, breathing heavily. The force of his exhale echoes all around the tent. His hand is shaking. “Could I get everyone’s attention?”",John,"feedback, [MASK] with I leaning is all attention?” heavily. everyone’s arm I—?” echoes squawk throat get [MASK] an speakers his The exhale “Could before in, and waves the His “Could back sharply tent. shaking. of force his breathing hand overhead. The clears around",Ralph
['anna'],"Slowly, with the tinkling of glasses and the decrescendo of conversation, the room stills. Eyes turn to my brother, sweaty and pallid up at the front of the room, and quiet murmurs pass in a concerned wave. [MASK] presses into my side, and I send an arm around her waist, holding her close.",Emily,"glasses I pass of [MASK] her my to with my Slowly, and an holding brother, of the up conversation, room, wave. a front presses around the the tinkling into and the arm turn her Eyes murmurs concerned side, of and decrescendo pallid room close. sweaty stills. quiet in the at waist, send and",Holden
['anna'],"Beside me, [MASK] goes still. I blink down at her, and she looks up at me, bleak with understanding. Tears fill her eyes. “I’m so sorry,” she mouths, soundless.",Katniss,"sorry,” blink so me, she at me, at she down up I goes Tears understanding. [MASK] looks her, mouths, eyes. and soundless. “I’m fill her with Beside still. bleak",Hazel
['anna green'],"“No, Mom, this is okay. I’ll bring it all back, I promise.” He reaches up with the hand holding the mic and uses the back of his wrist to push his sweaty hair off his forehead. “My brother has spent the past five years telling us about his wife. A med student, excelling in her studies, wowing every professor she meets. A medical doctor in the family! Can you believe it? Every parent’s dream. But you see… the only [MASK] I could find at UCLA switched to a fine art major her junior year. There’s no [MASK] attending Stanford medical school.” He frowns in feigned confusion.",doctor,"to switched you meets. five excelling his back There’s bring at it forehead. attending telling Can okay. past Every family! sweaty his the wife. her his with school.” parent’s of and his Stanford [MASK] He the hand confusion. to holding reaches medical all junior feigned about promise.” frowns is student, in back, dream. has push uses wrist year. spent A the med major “My only [MASK] I’ll believe I I she in the off find UCLA no could a us see… art mic you fine years studies, every in this her the it? A wowing medical up He doctor the brother But Mom, hair “No, professor",Stanford
['anna green'],"I burst outside, into air that is humid and thick and cloying with the perfume of flowering trees. I have loved this air with every breath I’ve taken on this trip, but right now I want nothing more than the foggy marine layer of Los Angeles in May. I want the sound of traffic and neighbors arguing and the smell of food trucks. I want to teleport myself off this island, back to my shitty apartment and my old couch where I don’t have to pretend to be anyone but [MASK]: Aquarius, cheese lover, and Enzo’s Pizza VIP customer discount card holder. I don’t know what’s going on back in that tent, but there’s no way in hell I’m staying to watch the rest of it.",Emily,"this myself I’m foggy burst with discount of the more I my to cloying want loved outside, every of neighbors I want food apartment than couch right breath perfume marine anyone I be customer I trucks. now I’ve back is it. shitty Aquarius, humid flowering and [MASK]: to to VIP and know rest smell air tent, card but of and that on old my nothing the the Los have on Angeles island, but in Enzo’s holder. staying what’s and don’t layer trees. into no in back don’t air but way there’s this of I in the with cheese sound lover, where trip, want this and traffic May. of to hell I that the taken watch arguing thick off have to I pretend Pizza teleport and going",Enzo
['alex'],"I press my hands to my ribs, trying to pull in a full breath as I pace. The tide rolls toward the shore, water lapping at my feet and darkening the hem of my dress. I barely notice. I don’t know if this feeling is anger or sadness or humiliation, but I do know that when a hand comes around my arm, all I can see is [MASK]’s pinched, vengeful face, and for the first time in my life, my instinct is to react with violence.",Emily,"my this of press dress. tide rolls pace. around the my the can with as hand a to the I in my is is I I know my ribs, to feeling my if in trying time violence. all do instinct is that [MASK]’s The and and my barely arm, vengeful but pinched, pull humiliation, feet a hem I lapping shore, my breath face, at or water or anger comes for first sadness notice. know see don’t darkening to I when toward life, full hands I react",Anna
['anna'],"He shakes his head, swallowing thickly. “[MASK], I want you to know that it was never my intention to set you up like that.”",John,"it to intention set was you never my thickly. want shakes like “[MASK], to that.” know I that head, swallowing He you his up",Harry
['alex'],"“I just want to get home,” he whispers. “But this is such a mess. Fuck. [MASK] doesn’t even know what he’s done.”",John,"such is “I just know a even doesn’t get what this Fuck. to mess. he’s want [MASK] whispers. home,” he done.” “But",Tyler
['alex'],"“I’m not sure yet,” he admits, shaking his head. “Dad got up in there and tried his best to make [MASK] look drunk and unreliable, and everyone wants to keep eating caviar, so it seems like most guests are laughing it off and planning to gossip their guts out later.” He inhales, steadying himself. “I’m sure they’re all still in there. And when the guests are gone, that’s when the real shit will go down.”",Mom,"sure laughing got real there. down.” guests everyone drunk unreliable, his so all that’s in when He steadying go And best he [MASK] yet,” wants his inhales, tried “Dad gossip later.” seems “I’m gone, when look still make “I’m the will shit to it planning the head. like sure caviar, off and in admits, guts out himself. up guests they’re and most not and there keep are and eating their to to are shaking it",Dad
['ray'],"“He’s a finance nerd,” [MASK] says, exasperated, like he’s said this every day of his adult life. “It’s not a good fit.”",John,"a life. he’s says, his nerd,” every “He’s good of not adult finance a “It’s like [MASK] exasperated, said this day fit.”",Charlie
['kellan'],"“Why?” she says, standing in her beautiful wedding gown on what should be the most magical night of her life. Her new husband sits at her side, and I wonder if [MASK] had any idea what he was getting into. Are all those houses and private islands worth it? “Why not right now?” she presses. “It feels like everything else is coming out tonight so why not—”",Gatsby,"she if most should “It in her “Why?” tonight not—” everything on islands it? out and why and says, all her not presses. coming be any wedding had like Are the side, I at else right now?” she life. new of gown getting [MASK] night worth sits beautiful is magical “Why private he what so Her idea what those her into. husband houses was feels wonder standing",Gatsby
['jake'],"“Doesn’t matter,” [MASK] says. “They’re married. Legally. I was a witness. In three months, it will be five years and the balance of the trust will officially be secured.”",John,"officially married. will months, three it “Doesn’t be I In the and of says. be witness. will “They’re five years [MASK] matter,” the balance was trust a secured.” Legally.",marriage
['jake'],"At this, [MASK] frowns, something landing wrong to his ear, and I know for certain that he doesn’t understand the full scope of what’s at stake here.",John,"he his wrong landing of certain something at I here. what’s frowns, to At understand know doesn’t and that scope stake [MASK] for full this, the ear,",Gatsby
['janet'],"Expectantly… like she’d love to see me try to fix this. Me, a veritable stranger. [MASK] could end this in an instant but she never would.",Sheila,"me [MASK] Me, this see a instant an she’d try love veritable she this. stranger. would. in to end could never but like Expectantly… fix to",Gatsby
['mel'],"I shake my head, mouthing back, “It’s okay. It’s good,” and then say to [MASK], “I’m just a little in shock.”",someone,"I to mouthing shake say [MASK], just in It’s back, little okay. then shock.” “It’s head, my “I’m a and good,”",okay
['mel'],"“You absolutely did. When [MASK] called the first time with the news that the paintings sold, you could have told me it was you. Better yet, you could have told me before you did it. You could have run it by me.” I stare at him, devastated. “How long were you going to let me think that someone else bought them?”",Alex,"have run could I yet, going you devastated. you. “You have me.” bought You me it. news absolutely called it could me time stare told at first “How the it that that him, you could was were paintings someone by [MASK] with When before sold, the think did me Better long have the you to else let you them?” told did.",Picasso
['anna'],"“[MASK], I can’t unilaterally decide to alter this huge aspect of their lives,” he says, his voice hoarse with frustration.",John,"voice lives,” hoarse unilaterally to decide I this alter his with says, frustration. of he aspect “[MASK], their huge can’t",Gatsby
['anna'],"[MASK] and I break up about sixteen hours before a fifteen-hour flight. Which, I’m sure I don’t need to say, is pretty fucking awful. I’ve been seated beside strangers on a plane dozens of times, but never has that stranger been someone I shared a bed with. Never has that stranger been someone who looked at me and saw all of the good things I want to embody. Never has that stranger been someone I thought was on the way to being the most important person in my life.",Alex,"looked good I’m of don’t been dozens in thought never sure hours was times, been Never has of stranger been pretty someone I I fucking has person before is stranger my plane shared with. [MASK] that beside saw break at I’ve been up someone who awful. want life. and and seated stranger someone to all flight. that a way to that the the Which, the being need to a I fifteen-hour most I about embody. bed me has I say, things but a important Never on strangers sixteen on",Stranger
['anna'],"We land in Los Angeles, and once we’re off the plane, I can tell [MASK] is dead set on getting the hell away from me, but we still do have some business to wrap up.",Someone,"we’re from We is up. wrap some set in still on I to land me, business can and [MASK] but do plane, away tell hell Los dead have Angeles, the getting we once the off",Los
['anna'],"“[MASK], wait,” I say, catching her wrist just before she manages to get on the escalator down to baggage claim. We step out of the stream of traffic, walking to the side of the no-man’s-land area of LAX customs where she stares up at me with red, blank eyes.",Emily,"blank at wrist escalator down wait,” step area say, of to walking get the to “[MASK], the LAX claim. red, of the with manages of catching before the me she her she no-man’s-land on We up stream stares baggage of eyes. side where I just to traffic, customs out",Jane
['anna'],"Of all of the painful moments in the past twenty-four hours, this is the worst, I think. Both of us awkwardly searching for a pen, for a scrap of paper to write on. [MASK] shifts her purse onto her knee, digging around. “I got it,” she says, pulling out a pen from the Crowne Plaza Hotel at Changi Airport and a receipt for something she must have bought to eat after she left me alone in the hotel room. I stare helplessly as she swipes her phone awake, opens her banking app. I stare down at the screen, blankness washing through me as I realize her checking account has about twenty dollars in it. She’s already used the ten thousand dollars I sent her to pay her father’s medical bills.",Rachel,"and shifts a scrap pen think. the Airport [MASK] sent got I stare alone paper room. digging me to down her painful the to as for at have stare left to her her dollars thousand swipes Hotel I says, of has a after her is she the dollars bills. I us she as she Changi it. in Both Crowne realize Of phone about screen, banking knee, through at Plaza twenty she in helplessly She’s of for awake, “I onto around. twenty-four pulling eat bought the account a me write I something this I medical hotel pay it,” from in searching hours, moments worst, her father’s app. awkwardly past purse receipt out blankness all pen, checking of the opens her already must for on. the a washing her the ten used",Changi
['anna'],"I nod, miserable. At this moment, I truly hate my father. I also hate myself. I hate the mess this has made, and how many lives will be affected if I don’t figure this out. Not just my family, all of them. I realize she’s waiting for me to break the tension, release us both; that it probably feels impolite to just turn and walk away after someone has assured you that they’ll be sending ninety thousand dollars to your bank account. So I gesture for her to lead us back to the escalator, where [MASK] collects her bags and wordlessly disappears into the crowd headed to the taxi line. I watch her until I can’t even see the pink of her hair anymore, knowing it’s entirely possible I will never see my wife again.",Emily,"hate collects how my I be hate the bags line. me knowing dollars Not has I possible I to into this the her they’ll pink probably to anymore, again. myself. of my that truly away tension, the affected be never both; her At back figure family, for wordlessly her ninety So waiting hate also and moment, realize walk this for I after it the can’t father. sending release to turn and your it’s made, that many headed gesture us even will my if and nod, the I miserable. see I to feels just crowd see will [MASK] she’s where bank I has the disappears of I taxi I them. lead this you watch break wife hair us until mess assured account. just to I all someone thousand entirely to don’t out. lives her impolite escalator,",Gatsby
['anna'],I have to agree to my father’s demands. I’ll have to let go of my faculty position. I’ll have to let go of [MASK]. My brain makes these depressing rounds over and over.,Cambridge,let brain [MASK]. rounds these to demands. and father’s I of have over. faculty have go position. depressing to of over my to go I’ll agree have makes my to I’ll let My,Brain
['jake'],"[MASK] exhales a long, shocked breath, and in the silence that follows, my thoughts turn down a different path. When I say it out loud, it sounds insane. It sounds pathological. Maybe I should have told my siblings earlier. Maybe I should have looped them into the conversation.",Emma,"Maybe them It Maybe down I long, breath, say When should looped turn follows, I into out sounds that [MASK] a path. loud, I different it have sounds have it told a shocked silence the and pathological. insane. thoughts should earlier. exhales my my in siblings the conversation.",Silas
['anna'],"I blink into focus, looking up at Freesia 2. I see [MASK] in every single stroke of the paintbrush, every wild, vibrant streak of color. When I close my eyes, I hear her infectious giggle, remembering the way her eyes shone with victory every time she made me laugh….",Freesia,"every her see focus, blink with her color. victory close she me eyes the wild, looking made eyes, laugh…. stroke at of paintbrush, giggle, every hear I shone the in streak remembering 2. When I single I vibrant Freesia [MASK] of way my into every infectious I time up",Freesia
['anna'],"I let my mind wander away from my father and back to that moment of unbridled joy when [MASK] slapped her silicone bra onto the shoulder of my jacket. When she looked me in the eye and told me our night in the pavilion kitchen had been the best night of her life. When she stared up at me with infatuation and lust in our bed, as the hours blurred past…",Emily,"let she the the in of hours shoulder away slapped with life. night her of as of to best unbridled past… joy I eye stared in When silicone she [MASK] blurred been when kitchen had bra my mind bed, me moment jacket. the and in our and her onto me wander father told back the the me from lust that infatuation my and up our my When pavilion at night looked",Silicone
['anna glow'],"Dad shakes his head, laughing. “I just want what’s best for you, and when you were talking about your time on the island, you had that [MASK]. You never talk about guys this way with me.”",look,"head, you [MASK]. Dad best talk guys never just were with you shakes on “I that your and this talking for about want what’s his laughing. time the me.” you, when island, had way about You",Dad
['anna'],"“Oh, honey, I think you mispronounced ‘I was paid to lie my ass off.’ ” She laughs. “Which, honestly, I can respect. But goddammit, [MASK], I was excited to have a friend in this mess of crazy.”",Vivian,"laughs. was paid this to was honestly, lie of ” “Which, my a have off.’ honey, excited She you mess respect. goddammit, mispronounced “Oh, But I in I ‘I think I to can ass [MASK], friend crazy.”",Johnny
['ray'],"“Were you so busy fucking that boy six ways to Sunday that he never told you about the shit [MASK] pulled? Damn,” she says, smacking her lips. “This tastes like envy.”",he,"he the you that she “Were told Damn,” lips. envy.” boy smacking [MASK] ways says, to Sunday shit never busy “This six like tastes you so fucking about her that pulled?",Tyler
['kasey'],"“Sorry,” she says, and laughs. “He was a minor when he created it, so it’s why his name generally wasn’t used in any of the stories. After [MASK] came forward, all hell broke loose behind the scenes. God, the number of lawsuits they must have settled out of court. I can’t even imagine.”",Alan,"a and must came the they court. out number After was of he wasn’t behind all “Sorry,” can’t God, lawsuits used the of [MASK] settled any imagine.” I name his created “He forward, have so minor why scenes. hell it’s laughs. stories. even it, of generally says, she when the broke loose in",Godot
['jake'],"I don’t know if this means [MASK] knows about the condition in the trust, but I don’t have time to worry about it, because my driver is pulling up in front of Terminal 2 at LAX.",Hannah,"at I about condition worry I LAX. to have the [MASK] don’t driver pulling Terminal the my means if is know in because trust, knows this but 2 of front in up time don’t it, about",Uber
['alex'],"On the television is a replay of [MASK], from some unknown number of minutes ago, speaking into a microphone somewhere familiar, but which I can’t immediately place. Below him, the chyron reads:",Trump,"is immediately which the I can’t reads: some a television but unknown place. [MASK], from Below into of of replay On the microphone him, ago, speaking minutes chyron familiar, somewhere a number",Below
['grandpa'],"“Dad might want to get the lawyers involved and make things messy, but something tells me he has much bigger problems. He’s going to want his kids on his side, and that won’t happen if he challenges [MASK]’s trust.”",Mom,"trust.” “Dad and might going he that to his get has if involved much he tells kids [MASK]’s his bigger and make lawyers to want want on the but happen problems. side, something won’t messy, me challenges He’s things",Dad
['alex'],"I am so happy for him. So relieved, so grateful that [MASK]—someone I’m sure to feel conflicted about for the rest of my days—actually did something brave and useful. For money, sure, but credit where credit is due.",Gatsby,"[MASK]—someone brave where did happy conflicted and I’m is that so For for So days—actually useful. grateful credit am to credit I something feel my but the so about rest for him. sure, money, of sure relieved, due.",Harry
['anna'],"The chaos up and down my street continues long after I make a statement to the press, but even with the flash of cameras and a swarm of incessant questions being shouted my way, it’s easy enough to leave the stress of it all outside knowing that [MASK] is waiting on the other side of the door for me.",Someone,"door [MASK] the flash it to shouted swarm other my but of and with all on side stress The even cameras and for enough press, way, questions up street being waiting leave continues chaos me. easy the make it’s of my of knowing the a incessant down statement to I that is long of the a outside the after",Smith
['anna'],"But eventually, real life pushes back in. We both have a lot to figure out. In our quiet moments, lying face-to-face in my bed, we try to plot out what the next page looks like for each of us: Do I retain my faculty position or step into an executive role at the company? Does [MASK] return to Los Angeles to pursue the promise of these gallery showings or do I convince her to move here and pursue her art closer to me?",Emily,"her plot out in. gallery to life eventually, back Do Angeles to bed, face-to-face pursue convince position and here company? what the Does of [MASK] move a step or lot into of we quiet each to an I pushes the faculty in figure do We promise us: like showings In moments, for me? Los lying page have or to my her closer to my art looks try I to these retain at return But both the pursue out. role our executive next real",Los
['anna'],"My biggest regret is that because of my actions, [MASK] questions whether she deserves any of the success her art is finding. But she can’t hold on to this insecurity for very long in the face of the true sincerity of my awe. She is a massively talented painter. In the end, we agree to take some time to tie up the loose ends of our lives outside of this burgeoning relationship. She will return to LA; I will meet with my academic higher-ups to forge a plan. And, at least for now, we’ll do the long-distance thing.",Emily,"awe. ends do She in But to art my deserves to actions, And, burgeoning plan. now, we LA; massively success She I that [MASK] finding. will is of for higher-ups up the on time at long-distance with to take relationship. meet is the talented insecurity academic regret very My the lives can’t whether forge of the our of of of tie thing. painter. of because long a true this end, will outside my to she her she hold sincerity this biggest my a least is face for questions any agree some the loose to return we’ll In the",Emily
['anna'],"Smiling, he looks down at our joined hands. “This ring is yours, [MASK]. It’s yours whenever you want it. Or we can sell it and get a different ring, a more [MASK]-appropriate ring, a ring a Muppet would wear, with gemstones of every color or a chain of diamond daisies. Whatever engagement ring you want is yours. As is my grandmother’s wedding band. I can’t tell you how happy it would make me to put that on your finger.”",Hazel,"on of every would how It’s to diamond yours can ring, band. chain me would finger.” a whenever Or sell or a ring I a “This looks want you Muppet gemstones daisies. yours. put want we with wedding make it ring, more ring is your is you it. get Whatever [MASK]. grandmother’s ring color at wear, different my Smiling, As of he you yours, is engagement that tell and it joined our happy a [MASK]-appropriate can’t a down hands.",Miss
