Single_ent,en_masked,en_masked_shuffled
['devon'],"[MASK]’s eyes continue to roam the plans, while his head shakes slowly back and forth like he can’t believe what he’s seeing. “As much as I love this, it’s not right. I mean, who does this? I don’t like this for you. There’s something else going on.”","you. what I I he don’t believe plans, head eyes not [MASK]’s like mean, this? “As shakes while slowly something and love continue his right. roam can’t forth the it’s who else does I seeing. he’s back much as There’s this to going for this, like on.”"
['tate'],"I shove a few fries in my mouth while I consider my next move. “I need to go to Austin for a few days. [MASK] is having a huge Fourth of July party at his house this weekend. Might be the best time to hit him if you can get it all figured out by then. Get everything we need while I’m gone.” It’s a risk putting it off since I don’t know who else or even how many other people are trying to get that painting, but it’s a risk worth taking, especially if Devon needs more time on his end.","while time next or don’t by my I Might end. is a if risk if off for days. in since [MASK] consider July we a risk but on of other painting, putting Austin worth while trying be “I Fourth Get to it get to few fries this party who that need it’s the people it time you can especially know get all then. need a a at else Devon everything him figured few I’m a move. gone.” having shove go hit to best weekend. many how to my huge even It’s needs taking, more his house I his are I out mouth"
['ralph tate'],"I believe he would have been booted from this band long ago if dear old dad, [MASK], wasn’t funding this little endeavor, because he’s easily the worst member in talent and usefulness.","worst wasn’t talent would member long dad, dear old ago the because endeavor, funding [MASK], this if and believe easily I usefulness. been from in little booted he’s he this band have"
['sawyer'],"[MASK] gives me a grin while he grabs my ass with one hand and pushes open the back door with the other. He’s going to be a tough one to wrangle. But if there’s one thing I know, it’s how to handle trust fund babies with big egos.","it’s He’s the egos. going he know, handle a be me [MASK] there’s other. the pushes gives I hand But a trust big one with wrangle. back ass open one grin with babies and fund tough if grabs with door to one how thing my while to to"
['tate'],"The [MASK] Fourth of July party is a big shindig complete with pig chases, lasso roping contests, and a thirty-minute fireworks display planned for just after the sun sets. It is one of the hardest invites to get.","fireworks the It chases, invites The for roping a and one lasso display after with [MASK] Fourth a just get. hardest of to is is sets. shindig pig of big planned complete July contests, thirty-minute sun party the"
['sawyer'],"[MASK] and I, along with twenty of his closest friends, show up an hour late. I’ve done as much recon on this little group as I can, trying to see if anyone else is using him to get inside the house, but they have been fried since last night, so I think I’m the only plant. It didn’t hurt being the girl to show up with the edibles to ensure they stayed that way.","that to late. up along inside fried being an his see this way. hurt stayed I girl last show they get trying friends, with I up didn’t and but twenty him ensure the as of on done been have since edibles It if anyone the think plant. the is I’ve only they I’m to show little much closest can, so else I, as to house, group with recon using to hour night, [MASK] the"
['sawyer'],"We pull up to the valet stand, the other four cars in our caravan behind us. [MASK] throws his keys at the poor pimple-faced teen manning the station. “Keep it close. We’re not staying long.”","behind close. it the other [MASK] at four valet We us. the throws pimple-faced to manning up long.” We’re pull caravan stand, cars keys the teen station. his poor our not “Keep the in staying"
['sawyer'],"[MASK] gets swept up by a group of girls he’s known since childhood, while I slip away to the bar, swaying just enough to make it look like I’m as high as the crowd I showed up with.","high look up of swaying slip [MASK] make as crowd girls since showed just known to with. away enough the group to he’s swept up by bar, a it I childhood, I while like as the I’m gets"
['sawyer'],"Twenty minutes after I set my drink down on that side table, I’m picking it back up. The ice has barely melted. I take a deep drink, then go find [MASK]. He’s sitting on the side of the pool and I squeeze between him and a blonde so I can take her spot next to him. She’s not happy.","and deep He’s happy. squeeze pool him it side of She’s to drink, set sitting can ice [MASK]. my I a Twenty find that melted. him. a blonde down I side on has take barely and between back minutes her after on spot I next I not The the picking table, up. the drink so I’m then take go"
['sawyer'],"And he was right. By now, Devon has secured the painting and has left the Tate property. I’ll hang out as long as [MASK] wants, then ditch him once we leave here.","now, out we [MASK] then And and he has once Devon long wants, I’ll left Tate secured him has By here. property. ditch as leave hang as the was right. painting the"
['george'],"“Right on time,” I say as I pull open the door. He hands me the small box, and I give him the painting wrapped in brown paper. “Want to come in for a drink? We can get drunk and spill all our secrets,” I say with a wink. “You know you want to, [MASK].”","the box, me and and secrets,” I I small get wrapped I “You paper. with come He as can in open say on him say “Right “Want [MASK].” for door. give pull drunk the drink? to our know to, We want the in I hands a brown a wink. time,” painting all spill you"
['ryan'],"[MASK] watches me from the open doorway until I turn out of the lot. Today is important, and I need to clear my head and remind myself why I’m here. I have some time before my next stop, so I drive around in a random sort of way to center myself.","my here. out around myself need why stop, the doorway in head my I Today the until is to I I of before random I’m have important, drive and next a from turn to sort I [MASK] clear watches way time lot. of myself. so some me and center remind open"
['tate'],"We may have been competitors on the [MASK] job, but why couldn’t we be allies going forward? This was not the first job that I realized the value of having someone on my team who answered only to me. And this time, I would have been one of the failures if it hadn’t been for Devon. I convinced him that it wouldn’t hurt to reach out to them. We could combine resources. And brainstorm strategies.","the who hurt him forward? going on reach may failures me. couldn’t that hadn’t be value brainstorm them. strategies. time, to convinced We I not it have to the realized could combine only having for first why And but Devon. my allies it of to of have We answered I been one job I wouldn’t resources. been And that we someone if [MASK] competitors the was the This job, been team out would on this"
['andrew marshall'],"Forty-five minutes later, a smile stretches across my face when I see Governor [MASK] stride through the front door. There are quite a few people with him, two who I recognize from my short time in his employ. Early polls show he’ll win his reelection by a landslide, and his name is already being batted around as a potential presidential candidate.","batted win across his as two Forty-five who few Governor being him, [MASK] candidate. stretches a reelection quite There a employ. landslide, around from minutes name his short I stride Early with show smile potential time is front presidential see door. through by already face he’ll are and in a the my people when I his polls my later, recognize a"
['marshall'],"One of his aides has materialized next to him. “I’m sorry, but Governor [MASK] has a tight schedule. He’s due to speak at a luncheon in just a few minutes.” She has a hand on his arm and is trying to pull him away, but he stops her.","schedule. to sorry, He’s stops to and luncheon him. due trying a arm in pull but a next his to “I’m One few away, materialized hand Governor speak [MASK] is a he has She aides a minutes.” him has has of on his just but tight her. at"
['andrew'],"[MASK] leans forward, his elbows resting on the table, his voice dropping to an almost whisper. “I owe you and we both know it. What can I do to help?”","to on “I What his to both voice and elbows table, [MASK] almost resting the an forward, it. you whisper. do I we owe dropping leans know his can help?”"
['andrew marshall'],"I nod, knowing this is the best I’m going to get from squeaky-clean [MASK]. “That’s what I needed to hear. And now enough about me and my problems. How are you?”","squeaky-clean nod, from are about my hear. I problems. to what now to How needed I’m get me this the I [MASK]. And best “That’s enough going and you?” is knowing"
['andrew'],"[MASK] stands up and pulls a card out of his pocket, then hands it to me. I study it while he says, “My private cell. Just let me know what I need to do.”","let private stands to it need and know me. while pocket, of out “My up [MASK] it I study do.” pulls then to card he his a I says, what cell. Just hands me"
['andrew marshall'],"“What are you doing?” he asks in a soft voice. His concern for me is apparent. “You’re playing with fire. [MASK] won’t do anything that gets his hands dirty, we both know that.”","a know fire. soft voice. his in asks doing?” are dirty, me with concern His “You’re apparent. [MASK] gets that.” do hands for won’t you playing both “What is he we that anything"
['george'],My eyes never leave [MASK]’s face. “I don’t know what you’re talking about. I was just passing through town and thought it would be nice to catch up with a few old friends.”,passing to don’t nice and old know up thought was few with just leave eyes I [MASK]’s catch what it about. you’re be town talking would My “I friends.” never face. through a
['lucca'],"His eyes crinkle at the corners as he really thinks about what he wants to say. “Just one from me. Head to Atlanta. You can still make it to the bank and get into that safe deposit box by tomorrow afternoon. Give him what he wants. I don’t want to do what he’ll ask me to do if you don’t. Please, [MASK].”","into to it that tomorrow You wants box make him “Just don’t really by at I he safe you from to the Head thinks afternoon. [MASK].” still me say. can ask do Atlanta. to he’ll one corners what the don’t. to deposit His what and Give to he do want he get about wants. crinkle as Please, eyes if what bank me."
['james'],He pulls out the handwritten pages I left for him under the Twinkies yesterday. “It’s not your fault he killed the woman and [MASK].”,left He and “It’s out Twinkies the he I under pages killed the woman your the for fault handwritten yesterday. not pulls him [MASK].”
['ryan'],"It’s late afternoon when I pull into the motel parking lot. I see [MASK] pacing back and forth in front of the open window of our room, phone to his ear. He ends his call then steps outside as soon as I’m parked.","when ends in late phone then into I our pacing and window parked. He pull of his the front parking as soon I the It’s motel lot. afternoon as I’m open his to steps forth of see [MASK] room, outside call ear. back"
['ryan'],"I hesitate a second about whether to call [MASK] and ask him to pick up some for me or to just head to the vending machine in the elevator corridor, where I know there is an assortment of single-dose packets like I bought this morning.","like call me I vending in there and of ask head bought some I him hesitate pick or machine morning. about elevator corridor, to packets to just to a an to second this whether the I assortment is know for single-dose [MASK] where up the"
['amy holder'],I relax into the space. Open myself up to the sounds only a few feet away. Words float my way and it’s easy to pick out the ones that hit home: Atlanta and [MASK].,and the the hit only easy Atlanta feet ones sounds home: and Words myself up into out a my few that to I the way it’s [MASK]. relax away. float pick to Open space.
['george'],"“I’ll wait to hear from you,” [MASK] says. “And here, picked this up but couldn’t get it to you before you left town.”","to [MASK] from up “And but says. it you,” here, town.” hear before this left get you picked “I’ll wait you couldn’t to"
['ryan'],"My phone vibrates in my hand, alerting me to an incoming call just as I’m opening the door. [MASK]’s picture fills the screen.","[MASK]’s screen. alerting an vibrates in I’m call just the picture My the phone door. fills me incoming opening to hand, my as"
['george'],"Opening my eyes, I see our tight embrace reflected in the bathroom mirror behind him. And papers rolled up like a tube shoved in his back pocket. Those must be what [MASK] handed him.","behind I Opening papers bathroom pocket. the Those my shoved [MASK] be like rolled him. reflected him. And in handed tight our must tube up embrace what see a mirror his back eyes, in"
['ryan'],There were so many times when it felt like [MASK] was a whisper away from telling me every secret he’d ever had. He even talked openly about his business in Texas in the car. There were many times I teetered on the edge of confessing everything.,ever times his I edge everything. teetered times on the had. confessing were it There from felt in were every telling was about so He [MASK] away like talked openly There car. a he’d even many of secret me in Texas many business when the whisper
['ryan'],"When I’m back in the main room in fresh clothes and wet hair, [MASK] is clearing off the small table for us to eat on. I was starving half an hour ago, and now the thought of food makes me want to throw up.","to [MASK] of food When room eat ago, clearing and to hair, the throw makes the was clothes up. I’m back the in main want off wet half hour table us now in fresh is small on. I and starving me for an thought"
['ryan'],"It’s a good chance Devon won’t see this for a couple of hours, but I need him to know I’m out of here and leaving [MASK] behind.","good behind. him for of see out couple know and a I Devon won’t chance [MASK] need hours, a here of this It’s to I’m leaving but"
['ryan'],"I fill him in and we’re both silent a few minutes. “You know what I’m thinking,” I finally say, not wanting to voice out loud who I think [MASK] really is.","to finally “You who out I is. fill say, we’re really a what wanting him voice in know not minutes. [MASK] few I’m think I and I silent loud both thinking,”"
['mama'],"My eyes drink in the town I once called home. Memories flood in so fast that I almost drown in them. The fast-food restaurant where I hung out with friends and the fabric store where [MASK] and I spent hours poring over new arrivals every week are still there, but those buildings have been ravaged by time and neglect. I turn on the road that runs in front of my high school, and it’s almost physically impossible to breathe when I see the worn path through the grass between the side door and the parking lot that I traveled a thousand times.","Memories front spent the The by traveled I of in almost hours every I them. a fast-food to town that those on physically impossible so and high see I are parking fabric the almost the have that [MASK] but and friends where arrivals the grass side between in path eyes new through the I with thousand in poring I restaurant where hung and lot turn once drink school, week the my it’s flood still times. fast My breathe I buildings and over the I time ravaged that drown there, neglect. door out been in called worn road store home. runs when and"
['mama'],"I cringe when I think about how embarrassed [MASK] would be for anyone to see it in this condition. Even though it wasn’t much to look at when it was ours, she always made sure it was neat and clean and the narrow beds near the steps had flowers planted in them. Now they’re full of weeds, and there’s a blue tarp covering some damage to the roof and a broken-down truck up on blocks next to the door.","this the them. would it blocks how was beds the covering some for embarrassed steps sure Now full of next weeds, a flowers see a Even narrow much when on and was had I in it they’re neat wasn’t in and made the it always to damage up I it truck ours, anyone and there’s when be she cringe though near the broken-down think [MASK] condition. and tarp planted clean to door. blue about to at to roof look"
['mama'],"It hurts to remember the girl I once was. The one who called this place home. That girl was happy here. Really happy. Even when [MASK] got sick, that young, naive girl thought she could take care of her. Thought she could save her from dying.","who to the from could It care save dying. girl happy thought place home. Thought could her here. hurts sick, Really of take got Even naive girl once remember her. girl That was. called she young, one [MASK] happy. she I this that when was The"
['amy holder'],"It’s the first time I’ve been bored on a job. I’m in Decatur, Georgia, and the only thing I’ve been given was my new identity, a membership number for the local country club, and the name [MASK], along with a set of instructions:","a been first in identity, along membership the club, [MASK], only It’s the set country and of Decatur, been thing the on Georgia, name my I’ve local I’m a for job. given time number with the I’ve new and was bored a instructions:"
['amy'],"Like clockwork, [MASK] pushes through the double glass doors of the bar at 5:25 p.m. For the last two weeks, she has stayed home until around five in the evening, then she commutes a measly two miles to this country club, where she’ll drown herself in vodka martinis until closing.","evening, clockwork, herself country until she the she bar vodka two where in has commutes p.m. the doors in [MASK] this two For last weeks, to she’ll until a Like the 5:25 martinis around club, five measly miles at closing. double then pushes drown glass stayed through of the home"
['amy'],"[MASK] is five foot seven with an athletic build and honey-blond hair that hits right below her shoulders. The makeup is light, the jewelry is nonexistent, and she rocks a perpetual resting-bitch face.","right light, and face. The is perpetual and resting-bitch foot build hair makeup honey-blond is with jewelry a seven athletic five an hits her nonexistent, shoulders. that [MASK] is below she rocks the"
['amy'],"[MASK] brings her glass to her lips and takes a deep drink, finishing it off, then waves the empty glass in the air. “You’ll never, ever, ever find it!” She’s loud enough that several heads turn her way.","in deep it loud it!” lips heads the ever then that ever, off, enough empty the her waves way. her glass glass and takes air. to brings find drink, She’s [MASK] a several turn never, finishing “You’ll her"
['amy holder'],"We’ve thrown away any semblance of being subtle and the warning there is clear—the information I recover is for his eyes only or I’ll find myself in the same place [MASK] has found herself. I’m not to befriend her, get close to her, draw things out. I am to take everything from her. Immediately.","clear—the Immediately. everything close her. recover semblance there being am out. things find befriend same away of myself get is I We’ve not place has and [MASK] her, I’m his found I to eyes the thrown information the take to subtle or for her, draw herself. any to only in I’ll warning is from"
['amy'],"Opening the driver’s-side door, I catch her before she falls out onto the concrete. I dig through her purse to find her keys, shoving them in my pocket. Grabbing [MASK] underneath her arms, I drag her from the car and up the driveway. She loses one shoe and then the other. I almost want to flip off the camera I know is pointed at me, but I resist and keep my body turned away from the street as much as possible. It’s slow and steady until we get to the front door. Blessed silence meets us as I get the door unlocked and open.","street drag we door. the her other. camera onto concrete. driver’s-side out door, to at flip resist she the unlocked I [MASK] the silence us the She and underneath them open. know Opening the is away to from Blessed pointed steady my my in from to much then Grabbing car as I keep I up and the one but dig through shoe and I until purse arms, as me, her her I as find door her driveway. and want get pocket. almost the the the slow I loses off falls meets her front catch possible. turned shoving body It’s before keys, I get and"
['amy'],[MASK] relocated to a hotel in downtown Atlanta the day after I searched her house. That was four days ago. I’m in my car watching her stumble out of a corner bar the way she does when she’s had at least four martinis.,car watching at after was the does I Atlanta days her she’s four [MASK] when bar a downtown to way had relocated of day out stumble in the I’m That my ago. house. searched she hotel a martinis. in corner her four least
['amy'],[MASK] steps into the street as soon as the crosswalk turns green. Her bright-red coat billows behind her as she knocks into people not getting out of her way fast enough. She nearly trips on the curb when she gets to the other side.,into as Her knocks [MASK] people enough. her of trips the her side. gets she soon not way street to behind the as into she the bright-red on curb the crosswalk when green. as fast nearly steps coat getting billows other turns She out
['devon'],"In the earpiece, I hear [MASK] say, “Good to start. Be careful.” He got inside the building yesterday to hack into their system and is now working it from a van parked at the curb. He’ll have one eye on me and the other on the hotel’s security feed. The plan is to freeze the camera when an area I need to move through is empty, then he’ll unfreeze it after I’ve passed through. I’ll work my way through the hotel in stops and starts, invisible to the cameras above me.","way van me. through. the the curb. the on in a I’ll earpiece, building above area the on working starts, plan and into to other parked [MASK] my is the the through work after the I got is to stops when eye I’ve inside unfreeze then empty, cameras feed. camera start. to security hear yesterday their hotel’s now He’ll I In say, system from through invisible the “Good is need hotel me he’ll freeze and hack Be to have it move one it at The He and to passed an careful.”"
['amy'],"It’s less than a minute before [MASK] opens the door. I don’t give her a chance to say anything, I just shove the cart through the door, backing her up with it, then let the door swing shut behind me.","anything, don’t door. then with I than shut her just give say a backing less minute shove I through to me. her It’s chance let [MASK] cart swing the door, the behind opens the the before door up it, a"
['crofton'],"Detective West is a reed-thin white woman dressed in what has probably been her uniform of the last decade: white shirt, black blazer, black pants. A simple gold band on her left ring finger is the only piece of jewelry she’s wearing. She’s got those lines around her mouth that let me know she loves to pull on a cigarette. Detective [MASK] is her exact opposite. He is a tall Black man and was probably a linebacker in his former life given his size. His shirt has a blue paisley pattern and the tight cinch of the belt holding his tan pants up shows he’s recently lost some weight around the waist. There’s a simple gold chain with a cross hanging around his neck. And the peek I got of his socks right before he sat down tells me he has a sense of humor. Cats riding unicorns on a pale pink background.","black a a jewelry ring and riding life lost waist. let blue And of tall around unicorns a She’s cross shows he gold a he’s the paisley dressed his weight opposite. she pattern me tight only right Cats woman holding neck. simple There’s and on of pants. has linebacker given chain lines the A of mouth before uniform the got sat his up belt is a pale probably recently her pants her around His of probably got I cigarette. down simple a He pull her hanging the left of the that band been she’s has white former shirt, some last is piece man has humor. socks his West me on the his exact a with a around wearing. loves Black what those on was shirt reed-thin is Detective in white is his blazer, background. gold sense to pink he her [MASK] a tan finger cinch tells black in know size. Detective decade: peek"
['amy holder'],"Detective West seems to be the one in charge of asking the questions, and even though my answers so far seem to have taken a bit of wind out of her sails, she presses on. “How did you know [MASK]?”","“How though bit [MASK]?” answers questions, of you the and the sails, of charge a taken in her to one presses to my she so out of Detective far seem be know asking have even West on. wind seems did"
['amy holder'],"She checks off something in her notebook, as if she’s going down a list of predetermined questions. “There was no memorial service or funeral for [MASK]. She was an only child and was not married, nor did she have any children. Are you aware of any family or friends she may have had?”","or down She if did of married, nor she was any predetermined have checks you not [MASK]. had?” of she’s may friends in child any memorial funeral children. going her for she questions. or list was a something as only was no She an “There and aware service family notebook, have off Are"
['amy holder'],"“At six twelve p.m. on August twenty-seventh, [MASK] entered the American hotel. Twenty-seven minutes later, her room was engulfed in flames,” she says, her voice flat. “Have you ever been in that hotel?”","p.m. she American engulfed [MASK] her minutes in flames,” the in later, her that flat. on hotel. twelve “Have six August was Twenty-seven room says, voice you entered “At hotel?” twenty-seventh, been ever"
['amy'],"We all watch the grainy video of [MASK] shoving past a family of four as she crosses the street, then getting bumped by a guy who was looking at his phone instead of watching where he was going, which causes her to spin around. That red coat makes her easy to pick out, especially as she waves her arms around and throws me the bird. From this angle, I am in the background and slightly out of focus.","crosses We by of background easy slightly her and and video getting throws she [MASK] this angle, she her spin red as grainy going, then which arms his around. as her instead four of in especially causes he who the of bumped the focus. to watching out family at That I all out, was coat makes phone am street, guy to me the was looking From pick past shoving watch a around the where waves of bird. a"
['amy holder'],"“Detectives,” she finally says, “we’ve come all this way, and yet there’s absolutely nothing connecting my client to the death of [MASK]. Now unless there’s something else . . .”",". and nothing to all else come connecting she this death unless absolutely of . my “we’ve says, something way, yet client .” the there’s “Detectives,” finally [MASK]. Now there’s"
['amy'],"“I looked back at my calendar after I learned from the police in Lake Forbing there was a warrant out for me, so I could see where I was when [MASK] died. I went to a friend’s house that night for dinner. He and his wife just had a baby and they invited me over to see him.”","warrant a they Lake for see I I me had learned my He the there a when died. night Forbing and I see at after that went was wife where looked I invited police to in out baby dinner. [MASK] calendar so over “I friend’s house back me, was could and him.” from to a just for his"
['tyron'],"“Of course,” [MASK] says. “She was here that night. It was the week of our home game against the Saints. During the season, Tuesday nights are the only nights I’m home for dinner, so that was the best time for her to come over and see our son.”","that I’m our the best against her over nights the “Of “She nights was son.” and are During to course,” Tuesday week time come dinner, It that the home [MASK] for home here the for Saints. only of so the was game was season, says. our see night."
['jayden'],"He laughs. “No problem. You’re coming by for dinner since you’re in town, right? You won’t believe how big [MASK] has gotten.”","problem. big dinner right? laughs. for you’re You won’t He gotten.” has in believe since You’re coming town, [MASK] by how “No"
['ryan'],"When I get to the lobby level, I push open the door slowly and peek out just in time to see two uniformed hotel security guards approach [MASK]. They move closer to him, saying words I can’t hear while he glances around the big area. They motion to him to follow them, but he argues, still paying more attention to the elevators than the men in front of him.","more see he of in the [MASK]. They time lobby I two but to he still peek him. the hear big out uniformed saying guards get to just to can’t paying to front argues, push motion level, while area. than in I glances I hotel elevators to security When slowly him men them, approach closer They open move the him, follow to and attention the the door around words"
['george'],"[MASK] laughs. “I was supposed to be plan A. If you just gave him what he wanted, you wouldn’t have had to bother with those cops.”","to have cops.” bother with wanted, laughs. supposed gave you was him what “I wouldn’t to [MASK] just If A. had he you those plan be"
['lucca'],"We stop a few feet from the crosswalk and he stares at me, his eyes roaming my face. “I don’t want to do this. But I have to get what’s in that safe deposit box. We both know that’s the only option right now. My hands are tied, [MASK]. You haven’t left me any other choice.”","feet face. We only do now. to want he haven’t to and [MASK]. safe any what’s eyes my crosswalk “I that We don’t a You in hands get his option the stares My are me, at that’s choice.” this. the deposit other roaming know I have But from me tied, box. both few right stop left"
['george'],"I let out a slow, deep breath while [MASK] and I follow the bank attendant through the vault and into a private room, where the walls are lined with little brass doors and a large table sits in the middle. She slides her key into one slot while I slide my key into the other one. We turn it at the same time.","and little slides key table and the time. I walls into breath into in She slow, other the slide the while with into sits while the it middle. deep room, same at [MASK] where a are key and vault brass one attendant out one. her I the through We lined private follow large the let turn I my a slot bank doors a"
['amy holder'],"“While I’m impressed you were able to discover what so many others have tried and failed to in the past, you knowing my name doesn’t change a single thing.” There is an edge to his voice that tells me it’s taking everything in him to remain in control. “Where is the information [MASK] stole from me? You left that hotel just as her room went up in flames, and this was your first stop. Don’t lie to me again and say you didn’t keep it for yourself.” He glances to the hundred or so other boxes lining the walls, and I can see what he’s thinking, that I’ve got more than one box and it could still be close by.","doesn’t in and tried my that in him from went hotel the change be me her that I’m and that You knowing edge able past, stop. to so again name up I lie impressed boxes he’s the it just it have for his He lining others it’s more one me thinking, [MASK] could as what an got is to taking were was the close this by. you hundred box me? to single the left control. or remain say than your to stole failed keep you didn’t and still first what tells glances other everything voice in flames, is “While many walls, in There yourself.” information to see thing.” I’ve you and a “Where to and so Don’t room discover can"
['amy'],"“Oh, I got what [MASK] took, I just didn’t leave it here,” I say, gesturing to the other side of the room. “But I knew you would think I did. That was one of the many lessons you taught me: It’s hard to get caught if you aren’t in possession of what you stole when they catch you.”","of if was think you got they catch stole of to didn’t many [MASK] That I it here,” “Oh, when I get I the caught aren’t one I lessons I taught gesturing what other you.” “But It’s would the me: knew just what did. room. to you took, you of side the possession you leave say, in hard"
['porter'],"“Absolutely nothing. And it’s Miss [MASK] now. I’ve expended all the energy that I care to on you. This is just a friendly warning, since we go back so far. You have some old friends waiting for you outside. We really shouldn’t keep them waiting any longer.” I stare at him two seconds, then three, before I add, “Did you think I wouldn’t have a contingency plan in place?”","[MASK] shouldn’t some then seconds, the Miss you I to This I longer.” far. really energy is stare back “Absolutely any I wouldn’t a keep outside. You nothing. three, expended them place?” a care two you. warning, friendly for at it’s waiting think “Did him have before on I’ve all go And waiting in add, so that plan we you We I just have friends contingency old since now."
['devon'],"“Damn, L, I wish I would have hooked you up with video, too, because I would have loved to see his face when he opened that box,” [MASK] says in my ear.","would [MASK] I his to see I says my too, L, opened with face you wish box,” up hooked “Damn, would when that have ear. I in because loved video, he have"
['tate'],I jump right in. “I have a friend who helps me on jobs. He piggybacked on the security system prior to me going in on the [MASK] job. You were there right after me. You lifted the forgery I left behind.”,right in. “I I on there have helps jump the friend to the job. on forgery left jobs. prior [MASK] who He going I the behind.” were system me You piggybacked a security after me right You lifted me. in on
['amy'],"When I asked Devon to locate everyone he had on video, it was for selfish reasons. This is such a solitary way of life, constantly moving and lying about who you really are. I didn’t see the others only as competition. I saw them as potential friends. Others who would understand the challenges of living and working like this. A group where we could be our true selves and possibly even help one another, even if just as sounding boards when tasked with a difficult job. Devon was a bit more hesitant to track down the others, but I won him over. Neither of us were prepared to learn that everyone but [MASK] was a victim of some grave accident or sudden fatal illness shortly after that job.","friends. after them a when a to competition. solitary this. Neither is selfish our Devon everyone sudden was track was job. locate a who who or I won living true shortly saw really fatal of illness help I be victim video, for another, reasons. down would you us only a Devon sounding challenges as Others of This was about everyone that like just moving but others, him to were of he one difficult I and job. asked where grave constantly possibly learn and hesitant over. if of as it and see the When on some the but to even such [MASK] had that the selves way prepared could tasked boards didn’t accident working with I lying group others A bit understand as life, potential we even more are."
['amy'],"I was only slightly joking when I said I was going to sleep for three days, since I slept for most of two. Devon and [MASK] tiptoed around me, making sure there was food close by and not peppering me with questions like I know they wanted to.","going I I there questions to. tiptoed not sure slightly to I days, like with Devon joking was I by and [MASK] around slept two. when they wanted me, of know peppering food was three since for was me I said close making for most only and sleep"
['amy'],"We’re quiet for a moment, then [MASK] says, “Wish I could have seen his face in the bank vault when he opened the safe deposit box.”","the have in when opened face box.” then I deposit “Wish [MASK] his safe bank vault moment, We’re for quiet could seen says, a he the"
['amy'],"Our biggest risk was assuming that I would be given the job. We timed [MASK] going rogue to coincide with me just finishing a job, so I was available. And truth be told, I was one of the best he had working for him. We had a contingency in place in case he didn’t send me, but thankfully the job was mine.","for be just was best place a coincide given didn’t would job. We case him. he Our with was And had I was contingency of risk but the was be me, so to rogue working he timed thankfully job, the in biggest in I told, job assuming going a send one truth me available. had that mine. the finishing I [MASK] We"
['amy'],"[MASK] played her part perfectly. She was on a dozen security cameras when she left the bar and walked across the street into that hotel. Staggering the whole way. It was no stretch that she would have been careless with her cigarette in that state. I pushed [MASK] out of that hotel room in the housekeeping cart, then Devon took over as she continued her escape to the parking garage and into the car we had waiting there. She’s been hiding in this cabin ever since.","the this and the She’s and I had her we parking left there. over that cigarette then room the whole security state. on careless car been escape garage into that way. It cameras hotel the that a hotel. with [MASK] into would cart, stretch across been in out as street [MASK] her the dozen Devon no walked was have was bar since. she her housekeeping waiting of in part pushed when She she cabin to the she Staggering hiding continued in ever played took perfectly. that"
['amy'],"After Atlanta, the first part of our plan was done. We had enough to bury him. [MASK]’s “death” ensured she was safe from any further retribution.","safe enough retribution. part ensured him. After our done. to was “death” bury first the of plan any from she had further Atlanta, We [MASK]’s was"
['connollys'],"Devon is tapping away on his laptop. “Nothing confirmed. The [MASK] will deal with him their own way, which means I don’t believe we’ll find any identifiable body parts.”","with don’t body away his will tapping find way, their on own we’ll deal him which any parts.” believe confirmed. The laptop. I means is “Nothing [MASK] identifiable Devon"
['amy'],[MASK] leans close and squeezes my arm. “We would have if we’d had any idea that’s what he was planning. But she’s his last victim.”,my she’s had leans idea close But arm. what squeezes last he planning. that’s any “We if we’d [MASK] was and would his victim.” have
['amy'],"[MASK] rolls her eyes. “Going straight doesn’t mean you have to be finished with him. He’s morally gray, you’re morally gray. Plus he’s superhot and probably great in bed.”","morally superhot mean you’re him. he’s and eyes. gray. great with “Going gray, straight bed.” you He’s rolls doesn’t in her [MASK] probably have to be finished morally Plus"
['devon'],"“I give her three months before she’s calling me and saying, ‘[MASK], so there’s this job . . . ’ ” His high-pitched impression of my voice has me laughing as I roll my eyes.","job saying, months has my . laughing high-pitched this three “I ‘[MASK], His . she’s ” give calling as me so ’ impression . eyes. I and me her of before there’s voice my roll"
['ryan'],"He parks beside me and eyes me when he gets out. I’m leaning against the side of the car, showing off in just the right way. [MASK] goes to his trunk, retrieving his jack, before kneeling down in front of my flat tire. I crouch down beside him, his eyes lingering on my legs a few seconds like I hoped they would.","hoped his parks eyes car, way. him, in right they in I’m leaning lingering like on retrieving and down before to flat legs a front his side the goes of seconds jack, he out. kneeling would. when beside me my tire. I crouch the my against eyes few me [MASK] He down trunk, of off just his I gets showing the beside"
['ryan'],"Once the mutual connections have been made, I’m no longer thought of as a stranger and the conversation is easy. Even though [MASK] has finished changing the tire, he lingers. We’re both leaning against the car now, turned toward each other.","each changing made, other. a mutual is thought have longer finished against and no lingers. car the conversation I’m stranger both turned toward [MASK] of though the leaning We’re now, easy. the Once he has connections tire, been the Even as"
['ryan'],"We pull into a small bistro, and he’s at the driver’s-side door before I can open it. [MASK] holds his hand out, helping me from the car.","door [MASK] the he’s before his open small the it. I pull me can holds a and out, car. bistro, into from helping hand at We driver’s-side"
