Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
['turner'],moses,0,0.18,incorrect,moses,0,0.18,incorrect,ogun,0,0.4,incorrect,jesus,0,0.18,incorrect,ngaka ya me ya re,0,0.26,incorrect,moses,0,0.18,incorrect,tahiti,0,0.17,incorrect,noa,0,0.22,incorrect,ram,0,0.22,incorrect,jesus,0,0.18,incorrect,andry,0,0.36,incorrect,madagascar,0,0.12,incorrect,moses,0,0.18,incorrect,jesus,0,0.18,incorrect,moses,0,0.18,incorrect,noa,0,0.22,incorrect,jesus,0,0.18,incorrect,madagascar,0,0.12,incorrect,oliver twist,0,0.22,incorrect,oliver twist,0,0.22,incorrect,ali,0,0.0,incorrect,ataturk,0,0.46,incorrect,nguyen van lem,0,0.3,incorrect,ho chi minh,0,0.12,incorrect,el viejo,0,0.14,incorrect,diabetes,0,0.29,incorrect,oliver twist,0,0.22,incorrect,ataturk,0,0.46,incorrect,ho chi minh,0,0.12,incorrect,diabetes,0,0.29,incorrect
['alice'],god,0,0.0,incorrect,south africa,0,0.35,incorrect,walter scott,0,0.35,incorrect,shakespeare,0,0.25,incorrect,god,0,0.0,incorrect,mokgatlo,0,0.31,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,omkar,0,0.2,incorrect,ramayana,0,0.15,incorrect,brittany,0,0.15,incorrect,assizes,0,0.5,incorrect,south africa,0,0.35,incorrect,shakespeare,0,0.25,incorrect,mokgatlo,0,0.31,incorrect,jesus,0,0.2,incorrect,ramayana,0,0.15,incorrect,assizes,0,0.5,incorrect,family,0,0.36,incorrect,charles dickens,0,0.5,incorrect,okur,0,0.0,incorrect,mahkeme,0,0.33,incorrect,ong gia,0,0.17,incorrect,doi,0,0.25,incorrect,diablo,0,0.36,incorrect,julio,0,0.4,incorrect,charles dickens,0,0.5,incorrect,mahkeme,0,0.33,incorrect,doi,0,0.25,incorrect,julio,0,0.4,incorrect
"['holmes', 'bay holmes', 'bay']",england,0,0.2,incorrect,queen victoria,0,0.17,incorrect,oduduwa,0,0.2,incorrect,dubule,0,0.38,incorrect,south africa,0,0.13,incorrect,jesus,0,0.36,incorrect,momoni,0,0.33,incorrect,jesus,0,0.36,incorrect,david copperfield,0,0.3,incorrect,ratan thiyam,0,0.36,incorrect,mauritius,0,0.27,incorrect,madagascar,0,0.25,incorrect,queen victoria,0,0.17,incorrect,dubule,0,0.38,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,ratan thiyam,0,0.36,incorrect,madagascar,0,0.25,incorrect,walter,0,0.38,incorrect,wilde,0,0.36,incorrect,sabrinizi,0,0.17,incorrect,ernest hemingway,0,0.23,incorrect,nguyen huy tuong,0,0.31,incorrect,nguyen du,0,0.21,incorrect,wodehouse,0,0.4,incorrect,shakespeare,0,0.35,incorrect,wilde,0,0.36,incorrect,ernest hemingway,0,0.23,incorrect,nguyen du,0,0.21,incorrect,shakespeare,0,0.35,incorrect
"['holmes', 'sherlock holmes', 'sherlock']",nelson mandela,0,0.41,incorrect,jesus,0,0.36,incorrect,nigeria,0,0.27,incorrect,yoruba,0,0.17,incorrect,anna,0,0.0,incorrect,nelson mandela,0,0.41,incorrect,tahiti,0,0.17,incorrect,maori,0,0.18,incorrect,shakespeare,0,0.42,incorrect,ram,0,0.22,incorrect,madagascar,0,0.25,incorrect,maria,0,0.18,incorrect,jesus,0,0.36,incorrect,yoruba,0,0.17,incorrect,nelson mandela,0,0.41,incorrect,maori,0,0.18,incorrect,ram,0,0.22,incorrect,maria,0,0.18,incorrect,sherlock holmes,1,1.0,correct,sherlock holmes,1,1.0,correct,sherlock holmes,1,1.0,correct,gokyuzu,0,0.27,incorrect,anh,0,0.22,incorrect,troi,0,0.33,incorrect,el,0,0.4,incorrect,marlboro,0,0.38,incorrect,sherlock holmes,1,1.0,correct,gokyuzu,0,0.27,incorrect,troi,0,0.33,incorrect,marlboro,0,0.38,incorrect
['openshaw'],queen victoria,0,0.27,incorrect,queen,0,0.31,incorrect,wales,0,0.31,incorrect,nigeria,0,0.27,incorrect,shakespeare,0,0.32,incorrect,london,0,0.29,incorrect,samoa,0,0.31,incorrect,samoa,0,0.31,incorrect,london,0,0.29,incorrect,london,0,0.29,incorrect,charles dickens,0,0.26,incorrect,madagascar,0,0.22,incorrect,queen,0,0.31,incorrect,nigeria,0,0.27,incorrect,london,0,0.29,incorrect,samoa,0,0.31,incorrect,london,0,0.29,incorrect,madagascar,0,0.22,incorrect,watson,0,0.29,incorrect,london,0,0.29,incorrect,ali,0,0.18,incorrect,meselenin,0,0.24,incorrect,holmes,0,0.43,incorrect,wolfgang amadeus mozart,0,0.26,incorrect,dracula,0,0.13,incorrect,europa,0,0.43,incorrect,london,0,0.29,incorrect,meselenin,0,0.24,incorrect,wolfgang amadeus mozart,0,0.26,incorrect,europa,0,0.43,incorrect
"['holmes', 'sherlock holmes', 'sherlock']",lesotho,0,0.46,incorrect,david,0,0.0,incorrect,sherlock holmes,1,1.0,correct,john,0,0.21,incorrect,sherlock,1,1.0,correct,harare,0,0.33,incorrect,watson,0,0.29,incorrect,queen victoria,0,0.21,incorrect,becker street,0,0.36,incorrect,water,0,0.31,incorrect,michael jackson,0,0.43,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,john,0,0.21,incorrect,harare,0,0.33,incorrect,queen victoria,0,0.21,incorrect,water,0,0.31,incorrect,david,0,0.0,incorrect,watson,0,0.29,incorrect,charles dickens,0,0.47,incorrect,evren,0,0.31,incorrect,mary,0,0.2,incorrect,john,0,0.21,incorrect,duc,0,0.18,incorrect,holmes,1,1.0,correct,john,0,0.21,incorrect,charles dickens,0,0.47,incorrect,mary,0,0.2,incorrect,duc,0,0.18,incorrect,john,0,0.21,incorrect
"['holmes', 'sherlock', 'bay', 'sherlock holmes', 'bay holmes']",nelson mandela,0,0.41,incorrect,jesus,0,0.36,incorrect,yoruba,0,0.44,incorrect,yoruba,0,0.44,incorrect,nelson mandela,0,0.41,incorrect,moses,0,0.55,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,geeta dalmia,0,0.36,incorrect,ramayana,0,0.36,incorrect,jesus,0,0.36,incorrect,maria,0,0.25,incorrect,jesus,0,0.36,incorrect,yoruba,0,0.44,incorrect,moses,0,0.55,incorrect,jesus,0,0.36,incorrect,ramayana,0,0.36,incorrect,maria,0,0.25,incorrect,sherlock holmes,1,1.0,correct,oliver twist,0,0.44,incorrect,selena,0,0.43,incorrect,mahmut,0,0.38,incorrect,nguyen phu trong,0,0.31,incorrect,nguyen du,0,0.21,incorrect,sherlock holmes,1,1.0,correct,carlos,0,0.43,incorrect,oliver twist,0,0.44,incorrect,mahmut,0,0.38,incorrect,nguyen du,0,0.21,incorrect,carlos,0,0.43,incorrect
"['holmes', 'bay holmes', 'bay']",shakespeare,0,0.35,incorrect,moses,0,0.55,incorrect,yoruba,0,0.44,incorrect,yoruba,0,0.44,incorrect,job,0,0.33,incorrect,moses,0,0.55,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,ramchandra,0,0.2,incorrect,ram,0,0.33,incorrect,madagascar,0,0.25,incorrect,madagascar,0,0.25,incorrect,moses,0,0.55,incorrect,yoruba,0,0.44,incorrect,moses,0,0.55,incorrect,jesus,0,0.36,incorrect,ram,0,0.33,incorrect,madagascar,0,0.25,incorrect,arthur,0,0.25,incorrect,sherlock holmes,0,0.57,incorrect,ozdemir,0,0.31,incorrect,ali,0,0.33,incorrect,day,0,0.67,incorrect,nguyen du,0,0.21,incorrect,hamlet,0,0.5,incorrect,hamlet,0,0.5,incorrect,sherlock holmes,0,0.57,incorrect,ali,0,0.33,incorrect,nguyen du,0,0.21,incorrect,hamlet,0,0.5,incorrect
"['watson', 'watso']",moses,0,0.2,incorrect,moses,0,0.2,incorrect,yoruba,0,0.18,incorrect,yoruba,0,0.18,incorrect,shakespeare,0,0.25,incorrect,god,0,0.25,incorrect,tahiti,0,0.36,incorrect,jesus,0,0.2,incorrect,ramayana,0,0.29,incorrect,japan,0,0.36,incorrect,andry rajoelina,0,0.29,incorrect,madagascar,0,0.27,incorrect,moses,0,0.2,incorrect,yoruba,0,0.18,incorrect,god,0,0.25,incorrect,jesus,0,0.2,incorrect,japan,0,0.36,incorrect,madagascar,0,0.27,incorrect,descartes,0,0.43,incorrect,kant,0,0.44,incorrect,aksine,0,0.5,incorrect,albert einstein,0,0.38,incorrect,sherlock holmes,0,0.2,incorrect,nguyen du,0,0.13,incorrect,el hombre de la mancha,0,0.14,incorrect,kant,0,0.44,incorrect,kant,0,0.44,incorrect,albert einstein,0,0.38,incorrect,nguyen du,0,0.13,incorrect,kant,0,0.44,incorrect
"['roylot', 'dr', 'roylott', 'dr roylott']",david,0,0.29,incorrect,moses,0,0.18,incorrect,emma,0,0.0,incorrect,edgar allan poe,0,0.4,incorrect,moses,0,0.18,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,rani,0,0.33,incorrect,ramayana,0,0.29,incorrect,joseph,0,0.17,incorrect,ataoko,0,0.33,incorrect,moses,0,0.18,incorrect,edgar allan poe,0,0.4,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,ramayana,0,0.29,incorrect,ataoko,0,0.33,incorrect,wilfred,0,0.22,incorrect,wimpole,0,0.31,incorrect,annem,0,0.0,incorrect,yolanda,0,0.31,incorrect,philo,0,0.36,incorrect,viet nam,0,0.14,incorrect,smith,0,0.18,incorrect,madrid,0,0.5,incorrect,wimpole,0,0.31,incorrect,yolanda,0,0.31,incorrect,viet nam,0,0.14,incorrect,madrid,0,0.5,incorrect
"['bayan', 'bayan stoner', 'stoner']",lee,0,0.22,incorrect,lee,0,0.22,incorrect,john,0,0.4,incorrect,afro,0,0.25,incorrect,miss marple,0,0.24,incorrect,jesus,0,0.18,incorrect,david,0,0.2,incorrect,jesus,0,0.18,incorrect,tom,0,0.44,incorrect,ram,0,0.25,incorrect,miss muffet,0,0.24,incorrect,god,0,0.22,incorrect,lee,0,0.22,incorrect,afro,0,0.25,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,ram,0,0.25,incorrect,god,0,0.22,incorrect,miss marple,0,0.24,incorrect,mississippi,0,0.12,incorrect,aladdin,0,0.5,incorrect,ali,0,0.25,incorrect,con cho,0,0.32,incorrect,duc,0,0.0,incorrect,la senorita [mask] es la senorita maria,0,0.24,incorrect,sherlock holmes,0,0.29,incorrect,mississippi,0,0.12,incorrect,ali,0,0.25,incorrect,duc,0,0.0,incorrect,sherlock holmes,0,0.29,incorrect
"['bayan', 'stone', 'bayan stoner', 'stoner']",nurse,0,0.4,incorrect,lesotho,0,0.5,incorrect,omidiran,0,0.31,incorrect,omidan,0,0.36,incorrect,miss marple,0,0.25,incorrect,nelson mandela,0,0.42,incorrect,jesus,0,0.2,incorrect,taupou,0,0.36,incorrect,miss marple,0,0.25,incorrect,odysseus,0,0.31,incorrect,mohammed,0,0.31,incorrect,jesus,0,0.2,incorrect,lesotho,0,0.5,incorrect,omidan,0,0.36,incorrect,nelson mandela,0,0.42,incorrect,taupou,0,0.36,incorrect,odysseus,0,0.31,incorrect,jesus,0,0.2,incorrect,watson,0,0.55,incorrect,dracula,0,0.33,incorrect,ofis,0,0.22,incorrect,galiba,0,0.36,incorrect,ngoc,0,0.25,incorrect,chuong,0,0.36,incorrect,miss marple,0,0.25,incorrect,maria,0,0.4,incorrect,dracula,0,0.33,incorrect,galiba,0,0.36,incorrect,chuong,0,0.36,incorrect,maria,0,0.4,incorrect
"['lysander', 'stark', 'lysander stark', 'albay lysander stark', 'albay']",lawrence of arabia,0,0.44,incorrect,hang o,0,0.3,incorrect,colonel,0,0.4,incorrect,colonel,0,0.4,incorrect,south africa,0,0.47,incorrect,re,0,0.29,incorrect,wellesley,0,0.35,incorrect,maori,0,0.4,incorrect,lawrence,0,0.5,incorrect,mercedes,0,0.27,incorrect,madagascar,0,0.42,incorrect,rakoto,0,0.36,incorrect,hang o,0,0.3,incorrect,colonel,0,0.4,incorrect,re,0,0.29,incorrect,maori,0,0.4,incorrect,mercedes,0,0.27,incorrect,rakoto,0,0.36,incorrect,wimpole,0,0.27,incorrect,wickfield,0,0.24,incorrect,albay,1,1.0,correct,murat,0,0.21,incorrect,dai ta tran dang xung,0,0.34,incorrect,dai,0,0.25,incorrect,grant,0,0.32,incorrect,coronel,0,0.27,incorrect,wickfield,0,0.24,incorrect,murat,0,0.21,incorrect,dai,0,0.25,incorrect,coronel,0,0.27,incorrect
"['stark', 'lysander', 'albay lysander stark', 'albay']",colonel,0,0.4,incorrect,shakespeare,0,0.42,incorrect,colonel kurtz,0,0.38,incorrect,farah,0,0.4,incorrect,thabo,0,0.4,incorrect,sebina,0,0.36,incorrect,lawrence,0,0.5,incorrect,samoa,0,0.4,incorrect,almayer,0,0.67,incorrect,rani,0,0.33,incorrect,queen,0,0.15,incorrect,rabelo,0,0.36,incorrect,shakespeare,0,0.42,incorrect,farah,0,0.4,incorrect,sebina,0,0.36,incorrect,samoa,0,0.4,incorrect,rani,0,0.33,incorrect,rabelo,0,0.36,incorrect,hardy,0,0.4,incorrect,colonel,0,0.4,incorrect,albay,1,1.0,correct,albay birden,0,0.59,incorrect,dai ta,0,0.36,incorrect,dai mo,0,0.18,incorrect,corvo,0,0.2,incorrect,marie,0,0.4,incorrect,colonel,0,0.4,incorrect,albay birden,0,0.59,incorrect,dai mo,0,0.18,incorrect,marie,0,0.4,incorrect
"['‘bay ferguson', '‘bay', 'sr', 'ferguson']",nelson mandela,0,0.36,incorrect,mohlomong,0,0.24,incorrect,napoleon,0,0.38,incorrect,king,0,0.17,incorrect,moses,0,0.31,incorrect,nelson mandela,0,0.36,incorrect,smith,0,0.29,incorrect,ua,0,0.33,incorrect,smith,0,0.29,incorrect,thomas edison,0,0.46,incorrect,david,0,0.22,incorrect,rakoto,0,0.29,incorrect,mohlomong,0,0.24,incorrect,king,0,0.17,incorrect,nelson mandela,0,0.36,incorrect,ua,0,0.33,incorrect,thomas edison,0,0.46,incorrect,rakoto,0,0.29,incorrect,holmes,0,0.29,incorrect,john,0,0.33,incorrect,omer,0,0.33,incorrect,ali,0,0.29,incorrect,nguyen van loc,0,0.27,incorrect,ong,0,0.36,incorrect,john,0,0.33,incorrect,smith,0,0.29,incorrect,john,0,0.33,incorrect,ali,0,0.29,incorrect,ong,0,0.36,incorrect,smith,0,0.29,incorrect
"['lord', 'simon', 'st', 'lord st']",jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,moses,0,0.4,incorrect,jesus,0,0.29,incorrect,samoa,0,0.6,incorrect,saaimn,0,0.73,correct,hemnt krkre,0,0.25,incorrect,jesus,0,0.29,incorrect,andry,0,0.22,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,moses,0,0.4,incorrect,samoa,0,0.6,incorrect,hemnt krkre,0,0.25,incorrect,andry,0,0.22,incorrect,dick,0,0.25,incorrect,wodehouse,0,0.38,incorrect,mountbatten,0,0.38,incorrect,lord byron,0,0.59,incorrect,windsor,0,0.36,incorrect,simon,1,1.0,correct,harry y meghan,0,0.21,incorrect,el periodico,0,0.38,incorrect,wodehouse,0,0.38,incorrect,lord byron,0,0.59,incorrect,simon,1,1.0,correct,el periodico,0,0.38,incorrect
"['lord', 'st', 'lord st']",nelson mandela,0,0.33,incorrect,madiba,0,0.2,incorrect,yoruba,0,0.4,incorrect,ogun,0,0.25,incorrect,south africa,0,0.29,incorrect,sebetwane,0,0.36,incorrect,taupou,0,0.25,incorrect,jesus,0,0.29,incorrect,ram,0,0.29,incorrect,odia,0,0.5,incorrect,madagascar,0,0.24,incorrect,madagascar,0,0.24,incorrect,madiba,0,0.2,incorrect,ogun,0,0.25,incorrect,sebetwane,0,0.36,incorrect,jesus,0,0.29,incorrect,odia,0,0.5,incorrect,madagascar,0,0.24,incorrect,scotland yard,0,0.35,incorrect,hand,0,0.25,incorrect,ataturk,0,0.22,incorrect,gazeteler,0,0.31,incorrect,william shakespeare,0,0.23,incorrect,giai,0,0.0,incorrect,carlos,0,0.46,incorrect,carta de presentacion,0,0.36,incorrect,hand,0,0.25,incorrect,gazeteler,0,0.31,incorrect,giai,0,0.0,incorrect,carta de presentacion,0,0.36,incorrect
"['señora', 'st', 'lady st', 'lady', 'señora st', 'simon']",jesus,0,0.29,incorrect,france,0,0.33,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,simone,0,0.91,correct,france,0,0.33,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,saaimn,0,0.73,correct,luiis,0,0.33,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,france,0,0.33,incorrect,jesus,0,0.29,incorrect,france,0,0.33,incorrect,jesus,0,0.29,incorrect,luiis,0,0.33,incorrect,jesus,0,0.29,incorrect,elizabeth,0,0.38,incorrect,jane,0,0.25,incorrect,leydi gaga,0,0.35,incorrect,ev,0,0.25,incorrect,emily,0,0.44,incorrect,pham,0,0.25,incorrect,la novia,0,0.43,incorrect,maria,0,0.36,incorrect,jane,0,0.25,incorrect,ev,0,0.25,incorrect,pham,0,0.25,incorrect,maria,0,0.36,incorrect
"['bay holder', 'holder', 'sr', 'bay']",corona,0,0.33,incorrect,queen elizabeth,0,0.24,incorrect,ogun,0,0.2,incorrect,jesus,0,0.29,incorrect,mosupologo,0,0.25,incorrect,mosupologo,0,0.25,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,mr.,0,0.4,incorrect,narendra modi,0,0.35,incorrect,madagascar,0,0.33,incorrect,alatsinainy,0,0.29,incorrect,queen elizabeth,0,0.24,incorrect,jesus,0,0.29,incorrect,mosupologo,0,0.25,incorrect,jesus,0,0.29,incorrect,narendra modi,0,0.35,incorrect,alatsinainy,0,0.29,incorrect,alice,0,0.4,incorrect,monday,0,0.44,incorrect,zumrut,0,0.25,incorrect,ali,0,0.33,incorrect,napoleon,0,0.44,incorrect,duc phat,0,0.22,incorrect,holder,1,1.0,correct,holder,1,1.0,correct,monday,0,0.44,incorrect,ali,0,0.33,incorrect,duc phat,0,0.22,incorrect,holder,1,1.0,correct
['arthur'],jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,nigeria,0,0.15,incorrect,jesus,0,0.18,incorrect,nelson mandela,0,0.1,incorrect,south africa,0,0.33,incorrect,tahiti,0,0.33,incorrect,jesus,0,0.18,incorrect,harry,0,0.55,incorrect,ram,0,0.22,incorrect,madagascar,0,0.25,incorrect,madagascar,0,0.25,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,south africa,0,0.33,incorrect,jesus,0,0.18,incorrect,ram,0,0.22,incorrect,madagascar,0,0.25,incorrect,wemmick,0,0.0,incorrect,dickens,0,0.0,incorrect,sevgili ataturk'umuz,0,0.31,incorrect,ali,0,0.22,incorrect,anh ay,0,0.33,incorrect,that,0,0.4,incorrect,nuestro querido hijo,0,0.23,incorrect,esperanza,0,0.13,incorrect,dickens,0,0.0,incorrect,ali,0,0.22,incorrect,that,0,0.4,incorrect,esperanza,0,0.13,incorrect
"['bay holder', 'holde', 'holder', 'bay']",nelson mandela,0,0.32,incorrect,moses,0,0.4,incorrect,yoruba,0,0.44,incorrect,jesus,0,0.2,incorrect,nelson mandela,0,0.32,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,narendra modi,0,0.35,incorrect,narendra modi,0,0.35,incorrect,madagascar,0,0.3,incorrect,jesus,0,0.2,incorrect,moses,0,0.4,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,narendra modi,0,0.35,incorrect,jesus,0,0.2,incorrect,scotland yard,0,0.42,incorrect,charles darwin,0,0.4,incorrect,murat boz,0,0.32,incorrect,tesekkur,0,0.29,incorrect,dinh thien ly,0,0.26,incorrect,nguyen du,0,0.32,incorrect,europa,0,0.33,incorrect,maria,0,0.27,incorrect,charles darwin,0,0.4,incorrect,tesekkur,0,0.29,incorrect,nguyen du,0,0.32,incorrect,maria,0,0.27,incorrect
"['mary', 'mar']",nelson mandela,0,0.24,incorrect,bohloko,0,0.0,incorrect,yoruba,0,0.22,incorrect,oyinbo,0,0.2,incorrect,jesus,0,0.0,incorrect,moses,0,0.25,incorrect,maori,0,0.75,correct,jesus,0,0.0,incorrect,ram,0,0.33,incorrect,ramayana,0,0.5,incorrect,andrianampoinimerina,0,0.17,incorrect,andry rasoanaivo,0,0.3,incorrect,bohloko,0,0.0,incorrect,oyinbo,0,0.2,incorrect,moses,0,0.25,incorrect,jesus,0,0.0,incorrect,ramayana,0,0.5,incorrect,andry rasoanaivo,0,0.3,incorrect,estella,0,0.2,incorrect,hamlet,0,0.22,incorrect,ali,0,0.33,incorrect,yegenim,0,0.2,incorrect,nguyen huu tho,0,0.11,incorrect,chau,0,0.29,incorrect,lucia,0,0.25,incorrect,don quijote,0,0.0,incorrect,hamlet,0,0.22,incorrect,yegenim,0,0.2,incorrect,chau,0,0.29,incorrect,don quijote,0,0.0,incorrect
"['bayan hunter', 'hunter', 'bayan']",miss marple,0,0.17,incorrect,lebella,0,0.33,incorrect,omidan,0,0.36,incorrect,omidan,0,0.36,incorrect,thabo,0,0.2,incorrect,disney,0,0.33,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jane,0,0.44,incorrect,shubh,0,0.36,incorrect,david,0,0.2,incorrect,madagascar,0,0.27,incorrect,lebella,0,0.33,incorrect,omidan,0,0.36,incorrect,disney,0,0.33,incorrect,jesus,0,0.18,incorrect,shubh,0,0.36,incorrect,madagascar,0,0.27,incorrect,elizabeth,0,0.19,incorrect,elizabeth bennet,0,0.29,incorrect,murat,0,0.36,incorrect,usak,0,0.22,incorrect,"chao co, co elizabeth",0,0.18,incorrect,nguyen huu huan,0,0.44,incorrect,smith,0,0.18,incorrect,esperanza,0,0.29,incorrect,elizabeth bennet,0,0.29,incorrect,usak,0,0.22,incorrect,nguyen huu huan,0,0.44,incorrect,esperanza,0,0.29,incorrect
"['bay rucastle', 'rucastle', 'bay']",moses,0,0.31,incorrect,moses,0,0.31,incorrect,yoruba,0,0.44,incorrect,yoruba,0,0.44,incorrect,nelson mandela,0,0.23,incorrect,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect,tahiti,0,0.29,incorrect,godaan,0,0.22,incorrect,ram,0,0.36,incorrect,david attenborough,0,0.33,incorrect,heveriko,0,0.12,incorrect,moses,0,0.31,incorrect,yoruba,0,0.44,incorrect,jesus,0,0.31,incorrect,tahiti,0,0.29,incorrect,ram,0,0.36,incorrect,heveriko,0,0.12,incorrect,mr. bumble,0,0.44,incorrect,hamlet,0,0.43,incorrect,osman bey,0,0.33,incorrect,evliya,0,0.22,incorrect,nguyen huu tho,0,0.31,incorrect,dien,0,0.17,incorrect,watteau,0,0.4,incorrect,asylum,0,0.44,incorrect,hamlet,0,0.43,incorrect,evliya,0,0.22,incorrect,dien,0,0.17,incorrect,asylum,0,0.44,incorrect
"['bayan hunter', 'hunter', 'bayan']",evans,0,0.4,incorrect,jesus,0,0.18,incorrect,curie,0,0.36,incorrect,jesus,0,0.18,incorrect,things,0,0.33,incorrect,moses,0,0.18,incorrect,maori,0,0.24,incorrect,maori,0,0.24,incorrect,notre dame,0,0.38,incorrect,notre dame,0,0.38,incorrect,marie,0,0.24,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,moses,0,0.18,incorrect,maori,0,0.24,incorrect,notre dame,0,0.38,incorrect,jesus,0,0.18,incorrect,grey,0,0.22,incorrect,wells,0,0.18,incorrect,yves,0,0.25,incorrect,papalik,0,0.33,incorrect,marie,0,0.24,incorrect,duc,0,0.22,incorrect,grey,0,0.22,incorrect,senor,0,0.36,incorrect,wells,0,0.18,incorrect,papalik,0,0.33,incorrect,duc,0,0.22,incorrect,senor,0,0.36,incorrect
